,Full Name,Gender,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Operating Status,Founded Date,Closed Date,Company Type,Number of Founders,Success,Founder
15628,Klaus Koenigshausen,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,0
15629,Danish Ahmed,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,1,1
15630,Danish Ahmed,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,1,1
15631,Quinn Goldstein,1,0,2,0,0,0,0,0,0,1,2015,0,0,2,0,1
15632,Quinn Goldstein,1,0,2,0,0,0,0,0,0,1,2015,0,0,2,0,1
15633,Kitso Epema,1,0,1,0,0,0,0,0,0,1,2016,0,1,4,0,1
15634,Kitso Epema,1,0,1,0,0,0,0,0,0,1,2016,0,1,4,0,1
15635,Anouk Visser,0,0,1,0,0,0,0,0,2,1,2016,0,1,4,0,1
15636,Joe Kellogg,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
15637,Joe Kellogg,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
15638,Joe Kellogg,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
15639,Stephen Zadig,1,1,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
15640,Stephen Zadig,1,1,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
15641,Adam Grossman,1,1,1,0,0,0,0,0,0,1,2004,0,1,2,1,1
15642,Hagai Pipko,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
15643,Adam Fogel,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15644,Adam Fogel,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15645,Arik Benzino,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,0,0
15646,Hod Lipson,1,0,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
15647,Serene Almomen,0,1,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15648,Serene Almomen,0,1,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15649,Sungwuk Kim,2,0,1,1,1,0,0,0,0,1,2016,0,1,1,1,1
15650,Sungwuk Kim,2,0,1,1,1,0,0,0,0,1,2016,0,1,1,1,1
15651,Sungwuk Kim,2,0,1,1,1,0,0,0,0,1,2016,0,1,1,1,1
15652,Min Chen,2,0,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
15653,Min Chen,2,0,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
15654,Gary Fung,1,0,2,0,0,0,0,0,0,1,2011,0,1,3,1,1
15655,Viraj Bahl,1,2,1,0,0,0,0,0,0,1,2013,0,1,1,1,1
15656,Viraj Bahl,1,2,1,0,0,0,0,0,0,1,2013,0,1,1,1,1
15657,Bhargava Adepalley,1,5,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
15658,Neeraj Paliwal,1,1,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
15659,Neeraj Paliwal,1,1,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
15660,Pritesh Gupta,1,1,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
15661,Julian Keenaghan,1,9,1,0,0,0,0,0,0,1,2010,0,0,2,0,1
15662,Alex Parish,1,9,1,0,0,0,0,0,0,1,2010,0,0,2,0,1
15663,Fredrika Gullfot,0,6,1,0,0,0,0,0,1,1,2011,0,1,1,1,0
15664,Talal Benjelloun,1,0,1,0,0,0,0,0,1,1,2012,0,1,4,0,1
15665,Talal Benjelloun,1,0,1,0,0,0,0,0,1,1,2012,0,1,4,0,1
15666,David Troya,1,0,1,0,0,0,0,0,0,1,2012,0,1,4,0,1
15667,Hamish Brocklebank,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
15668,David Henzel,1,3,1,0,0,0,0,0,0,1,2009,0,1,3,1,1
15669,Ashish Rajpal,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
15670,Eugene Carr,1,2,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
15671,Eugene Carr,1,2,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
15672,Allison Magyar,0,0,1,0,0,0,0,0,0,1,2012,0,1,1,0,0
15673,Juha Matikainen,1,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
15674,Juha Matikainen,1,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
15675,Samuli SyvíÈ_huoko,1,0,3,0,0,0,0,0,0,1,2015,0,1,5,0,0
15676,Giuliano Cremaschi,1,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
15677,Lara Aldag,0,2,1,0,0,0,0,0,0,1,2011,0,0,2,0,1
15678,Lara Aldag,0,2,1,0,0,0,0,0,0,1,2011,0,0,2,0,1
15679,Fuad Malikov,1,5,1,0,0,0,0,0,0,1,2008,0,1,2,1,1
15680,Fuad Malikov,1,5,1,0,0,0,0,0,0,1,2008,0,1,2,1,1
15681,William Lee,1,0,1,0,0,0,0,0,0,1,2005,0,1,1,0,1
15682,William Lee,1,0,1,0,0,0,0,0,0,1,2005,0,1,1,0,1
15683,Edwin Miller,1,3,1,0,0,0,0,0,0,1,2010,0,1,1,0,1
15684,Edwin Miller,1,3,1,0,0,0,0,0,0,1,2010,0,1,1,0,1
15685,Martin Schliefnig,1,0,1,0,0,0,0,0,0,1,2006,0,1,3,0,1
15686,Martin Schliefnig,1,0,1,0,0,0,0,0,0,1,2006,0,1,3,0,1
15687,Svetlana Hollerer,0,0,1,0,0,0,0,0,0,1,2006,0,1,3,0,1
15688,Vidur Bhargava,1,1,1,0,0,0,0,0,0,1,2010,0,1,1,1,1
15689,Nitin Agarwal,1,3,1,0,0,0,0,0,0,1,2015,0,1,3,1,1
15690,Swaminathan Seetharaman,1,2,1,0,0,0,0,0,0,1,2015,0,1,3,1,1
15691,Al Ismaili,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15692,Al Ismaili,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15693,Faiz Hirani,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15694,Mo Tahmasebi,2,0,1,0,0,0,0,0,0,1,2000,0,1,1,1,0
15695,Mo Tahmasebi,2,0,1,0,0,0,0,0,0,1,2000,0,1,1,1,0
15696,Avi Sharir,1,4,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
15697,Sami Kaipa,0,2,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15698,Sami Kaipa,0,2,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15699,Tracey Wiedmeyer,1,6,1,0,0,0,0,0,0,1,2009,0,1,3,1,1
15700,Jakob Dahlberg,1,0,1,0,0,0,0,0,2,1,2014,0,1,2,0,1
15701,Stijn Pieper,1,1,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
15702,Philip Kornmann,1,1,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
15703,William Hsu,1,4,3,0,0,0,0,0,0,1,2011,0,0,2,1,1
15704,Michal Koor,1,1,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15705,Sonya Davidson,0,4,1,1,1,0,0,0,0,1,2011,0,1,1,0,1
15706,Eran Eden,1,4,1,0,0,0,0,0,1,1,2009,0,0,2,1,1
15707,Kfir Oved,1,6,1,0,0,0,0,0,0,1,2009,0,0,2,1,1
15708,Christian Heitmeyer,1,4,1,0,0,0,0,0,0,1,2007,0,0,1,1,1
15709,Christian Heitmeyer,1,4,1,0,0,0,0,0,0,1,2007,0,0,1,1,1
15710,Adam Harris,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,1,0
15711,Adam Harris,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,1,0
15712,Jon Fauver,1,6,2,0,0,0,0,0,0,1,2010,0,1,3,0,1
15713,Philippe Willi,1,1,1,0,0,0,0,0,0,1,2010,0,1,3,0,1
15714,Johannes Becher,1,0,1,0,0,0,0,0,1,1,2016,0,1,2,0,1
15715,Johannes Becher,1,0,1,0,0,0,0,0,1,1,2016,0,1,2,0,1
15716,Viktor Becher,1,0,1,0,0,0,0,0,1,1,2016,0,1,2,0,1
15717,Elias Pietilí_,1,1,1,0,0,0,0,0,1,1,2014,0,1,6,1,1
15718,Seb Robert,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15719,Seb Robert,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15720,Lee-Martin Seymour,1,0,1,0,0,0,0,0,1,1,2010,0,1,2,1,1
15721,Diego Cabezudo,1,4,1,0,0,0,0,0,1,1,2011,0,0,3,1,1
15722,Diego Cabezudo,1,4,1,0,0,0,0,0,1,1,2011,0,0,3,1,1
15723,Rohit Maheswaran,1,0,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15724,Rohit Maheswaran,1,0,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15725,Ray Zhang,1,0,1,0,0,0,0,0,0,1,2006,0,0,1,1,1
15726,Paul Roiter,1,0,1,0,0,0,0,0,0,0,2014,0,1,1,0,1
15727,Paul Roiter,1,0,1,0,0,0,0,0,0,0,2014,0,1,1,0,1
15728,Julia Jacobson,0,0,1,0,0,0,0,0,0,1,2011,0,1,3,1,0
15729,Yann Fleureau,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15730,Yann Fleureau,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15731,David McDonough,1,0,1,0,0,0,0,0,0,1,2016,0,0,1,0,1
15732,David McDonough,1,0,1,0,0,0,0,0,0,1,2016,0,0,1,0,1
15733,Francis Cianfrocca,1,0,1,0,0,0,0,0,2,1,2012,0,1,2,0,1
15734,Francis Cianfrocca,1,0,1,0,0,0,0,0,2,1,2012,0,1,2,0,1
15735,Phani Nagarjuna,1,2,1,0,0,0,0,0,0,1,2005,0,0,2,1,1
15736,Dominic Behan,1,0,1,0,0,0,0,0,0,1,1977,0,0,1,1,1
15737,Dominic Behan,1,0,1,0,0,0,0,0,0,1,1977,0,0,1,1,1
15738,Dominic Behan,1,0,1,0,0,0,0,0,0,1,1977,0,0,1,1,1
15739,Jaineel Aga,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15740,Jaineel Aga,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15741,Alex Yancher,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
15742,Art Tkachenko,1,1,1,0,0,0,0,0,1,1,2012,0,1,3,1,1
15743,Lesley Marincola,0,2,1,0,0,0,0,0,0,1,2010,0,1,4,1,1
15744,Lesley Marincola,0,2,1,0,0,0,0,0,0,1,2010,0,1,4,1,1
15745,Raman Talwar,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15746,Raman Talwar,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15747,Gustavo bessone,1,0,1,0,0,0,0,0,0,1,2011,0,1,4,0,1
15748,Ray Wu,1,3,1,0,0,0,0,0,0,1,2013,0,0,2,1,1
15749,Ray Wu,1,3,1,0,0,0,0,0,0,1,2013,0,0,2,1,1
15750,Chris Bayley,1,1,1,1,1,0,0,0,0,1,2014,0,1,2,0,1
15751,Chris Bayley,1,1,1,1,1,0,0,0,0,1,2014,0,1,2,0,1
15752,Austin Vedder,1,2,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15753,Austin Vedder,1,2,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15754,Steve Larson,1,0,1,0,0,0,0,0,0,1,2001,0,1,1,0,1
15755,Steve Larson,1,0,1,0,0,0,0,0,0,1,2001,0,1,1,0,1
15756,Niran Shrestha,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15757,Niran Shrestha,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15758,Leif Baradoy,1,7,1,0,0,0,0,0,0,1,2011,0,1,1,0,1
15759,Leif Baradoy,1,7,1,0,0,0,0,0,0,1,2011,0,1,1,0,1
15760,Andy Grignon,1,17,2,0,0,0,0,0,1,1,2012,0,1,3,0,1
15761,Andy Grignon,1,17,2,0,0,0,0,0,1,1,2012,0,1,3,0,1
15762,Brian Kelly,1,0,1,0,0,0,0,0,0,1,2013,0,0,3,0,1
15763,Keith Fix,1,0,1,1,1,0,0,0,0,1,2015,0,0,2,0,1
15764,Preston Badeer,1,0,1,0,0,0,0,0,0,1,2015,0,0,2,0,1
15765,Hamid Abdollahi,1,4,2,0,0,0,0,0,0,1,2008,0,1,4,1,1
15766,Hamid Abdollahi,1,4,2,0,0,0,0,0,0,1,2008,0,1,4,1,1
15767,Dan Eisenhardt,1,38,1,0,0,0,0,0,1,1,2008,0,1,4,1,1
15768,Olli Sirkií_,1,0,1,1,1,0,0,0,0,1,2010,0,1,2,1,1
15769,Olli Sirkií_,1,0,1,1,1,0,0,0,0,1,2010,0,1,2,1,1
15770,Kaur Kallas,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15771,Kaur Kallas,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15772,James Droskoski,1,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
15773,Steven Schneider,1,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
15774,Fanis Koutouvelis,1,1,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15775,Fanis Koutouvelis,1,1,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15776,Alex Grodd,1,5,1,0,0,0,0,0,0,1,2008,0,1,3,0,1
15777,Davorin Gabrovec,1,3,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15778,Vlada Petrovic,1,2,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15779,Wang Yu,1,3,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
15780,Rotem Yakir,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15781,Gereon Frahling,1,0,1,0,0,0,0,0,1,1,2009,0,1,2,0,1
15782,Sabastian Enges,1,0,1,1,1,0,0,0,0,1,2015,0,1,1,0,0
15783,Sabastian Enges,1,0,1,1,1,0,0,0,0,1,2015,0,1,1,0,0
15784,Mikhail Gamzin,1,0,2,0,0,0,0,0,0,1,2015,0,1,1,0,1
15785,Fabrizio Capobianco,1,45,3,0,0,0,0,0,1,1,2012,0,1,4,0,0
15786,Omer Tadjer,1,1,1,0,0,0,0,0,0,1,2013,0,1,4,0,1
15787,Eric Schmidt,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15788,Matteo Pisani,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15789,Marco De Falco,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15790,Matthew Scholz,1,5,1,0,0,0,0,0,0,1,2009,0,1,1,0,1
15791,Matthew Scholz,1,5,1,0,0,0,0,0,0,1,2009,0,1,1,0,1
15792,Robert Wallace,1,0,2,0,0,0,0,0,0,1,2011,0,1,1,1,1
15793,Jim Howard,1,0,1,0,0,0,0,0,0,1,2017,0,0,3,0,0
15794,Jason Russell,1,2,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
15795,Guy Kurlandski,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15796,Sebastien Gendron,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15797,Gaston Bercun,1,2,3,2,2,0,0,0,0,1,2010,0,0,3,1,1
15798,Gaston Bercun,1,2,3,2,2,0,0,0,0,1,2010,0,0,3,1,1
15799,Alejandro Sas,1,1,2,1,1,0,0,0,0,1,2010,0,0,3,1,1
15800,Rui Zhang,1,0,1,0,0,0,0,0,1,1,2011,0,1,1,1,1
15801,Olivier Malafronte,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,0
15802,Ohad Shperling,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15803,Asaf Yishai,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15804,Matt Wilkinson,1,7,1,0,0,0,0,0,0,1,2011,0,1,2,0,1
15805,Doug Little,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
15806,Joe Giordano,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
15807,Raoul Tawadey,1,0,1,0,0,0,0,0,0,1,2013,0,0,2,0,0
15808,Jesse Pliner,1,0,1,0,0,0,0,0,0,1,2011,0,1,2,0,1
15809,Rohit Dangayach,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
15810,Srinath Vaddepally,1,0,2,0,0,0,0,0,0,1,2014,0,1,2,0,1
15811,Alex Campbell,1,6,1,0,0,0,0,0,0,1,1998,0,1,2,1,1
15812,Bharath Madhusudan,1,1,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
15813,Vinay Mahadik,1,1,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
15814,Varun Singh,1,0,1,0,0,0,0,0,1,1,2014,0,1,3,0,1
15815,Varun Singh,1,0,1,0,0,0,0,0,1,1,2014,0,1,3,0,1
15816,Lefteris Ntouanoglou,1,1,1,0,0,0,0,0,0,1,2010,0,1,4,0,1
15817,Eric Green,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15818,Ted Valentin,1,11,1,0,0,0,0,0,0,1,2011,0,0,1,0,1
15819,Ted Valentin,1,11,1,0,0,0,0,0,0,1,2011,0,0,1,0,1
15820,Romain Moyne,1,3,2,0,0,0,0,0,0,1,2011,0,1,2,0,1
15821,Hicham TAHIRI,1,0,1,0,0,0,0,0,1,1,2012,0,1,2,0,1
15822,Karim LOURCI,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15823,Volkmar Uhlig,1,1,2,0,0,0,0,0,0,1,2010,0,0,1,1,1
15824,Bill Baker,1,4,1,2,2,0,0,1,0,1,2013,0,0,2,1,1
15825,Frank Schilling,1,0,1,2,2,0,0,0,3,1,2010,0,1,1,1,1
15826,Daniel Shichman,1,1,1,0,0,0,0,0,0,1,2011,0,1,4,1,0
15827,Bjí_rn Jeffery,1,9,2,1,1,0,0,0,0,1,2010,0,0,2,0,1
15828,Jess Gartner,0,1,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15829,Abhimanyu Maheshwari,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15830,Alok Jain,1,20,2,0,0,0,0,0,0,1,2014,0,1,2,0,1
15831,Yury Kaganov,1,0,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
15832,Allan Shi,1,0,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
15833,Duc Nguyen Ba,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15834,Peter Hans,1,1,1,0,0,0,0,0,0,1,2012,0,0,3,1,1
15835,Evi Meyer,1,2,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15836,Jared Broad,1,0,1,0,0,0,0,0,0,1,2011,0,0,1,0,1
15837,Neerav Jain,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15838,Gil Van Bokkelen,1,5,1,0,0,0,0,0,0,1,1995,0,1,2,1,0
15839,Siim Maivel,1,3,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15840,Dejan Nikolic,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
15841,Antonio Carlos Soares,1,5,1,0,0,0,0,0,0,1,2012,0,0,3,0,1
15842,Nick Day,1,0,1,0,0,0,0,0,0,1,2005,0,0,5,1,1
15843,Antonio Simeone,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15844,Randy Paynter,1,4,1,0,0,0,0,0,0,1,1998,0,1,2,1,1
15845,Matthew Ford,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15846,Ajeesh Sadanand,1,0,1,0,0,0,0,0,0,1,2016,0,0,2,0,1
15847,Peter Badger,1,0,1,0,0,0,0,0,0,1,2008,0,0,2,1,1
15848,Stephen Vilke,1,2,1,0,0,0,0,0,0,1,2008,0,0,2,1,1
15849,Pallavi Mohadikar,0,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15850,Rahul Gayakwad,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15851,Long Nguyen,1,0,2,0,0,0,0,0,0,1,2017,0,1,2,0,1
15852,Cristobal Viedma,1,2,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15853,Nick Axelrod,1,2,1,0,0,0,0,0,0,1,2010,0,1,3,0,1
15854,Marko Lehtimaki,1,5,2,0,0,0,0,0,0,1,2010,0,1,2,0,0
15855,Alex Devkar,1,5,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
15856,Paul McReynolds,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
15857,Vinod Abraham,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15858,Manoj Thandassery,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15859,Brian Canty,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15860,Jaswinder Chadha,1,0,2,0,0,0,0,0,1,1,2009,0,1,2,1,1
15861,Anton Gu,1,2,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15862,Anton Gu,1,2,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15863,Anton Gu,1,2,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15864,Snir Kodesh,1,8,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15865,Snir Kodesh,1,8,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15866,Snir Kodesh,1,8,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15867,Noam Szpiro,1,8,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
15868,Noam Szpiro,1,8,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15869,Noam Szpiro,1,8,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
15870,Pascal Conicella,1,0,1,0,0,0,0,0,0,1,2006,0,1,1,0,1
15871,Alisa Gould-Simon,0,7,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
15872,Michael Assante,1,0,1,0,0,0,0,0,1,1,2012,0,1,3,0,1
15873,Derek Harp,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
15874,John Reimer,1,0,2,1,1,0,0,0,0,1,0,0,1,1,0,1
15875,Issei Takino,1,0,1,0,0,0,0,0,0,1,2011,0,0,2,1,0
15876,Vaidas Adomauskas,1,2,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
15877,George Mastorakis,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
15878,John Kopanakis,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
15879,John Kopanakis,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
15880,James Clift,1,0,2,0,0,0,0,0,0,1,2006,0,1,3,0,0
15881,Ben Hizak,1,0,2,0,0,0,0,0,0,1,2013,0,1,3,0,1
15882,Daniel Guerra Jr.,1,0,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15883,George Morf,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15884,Sherratt Reicher,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15885,Peter Jackson,1,0,1,0,0,0,0,0,1,1,2013,0,0,4,0,1
15886,Zach Simmons,1,0,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
15887,Denis Duvauchelle,1,14,1,0,0,0,0,0,1,1,2013,0,1,5,0,1
15888,Guillaume Acard,1,0,1,0,0,0,0,0,0,1,2013,0,1,5,0,1
15889,Elliot Hirsch,1,12,1,0,0,0,0,0,0,1,2010,0,0,3,0,1
15890,Kimberly Hurd,0,0,1,0,0,0,0,0,0,1,2013,0,0,3,0,0
15891,Fynn Glover,1,1,1,0,0,0,0,0,0,1,2012,0,1,4,0,1
15892,Rich Razgaitis,1,0,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
15893,Vincent Bruneau,1,1,1,0,0,0,0,0,0,1,2011,0,1,1,0,1
15894,Noam Berda,1,0,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15895,Kenfield Griffith,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
15896,Julie Rodilosso,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
15897,Devon Kinkead,1,8,1,0,0,0,0,0,0,1,2008,0,1,2,0,1
15898,Tobiasz Dankiewicz,1,0,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
15899,Ian Laing,1,0,1,0,0,0,0,0,0,1,2008,0,1,1,1,1
15900,Renato Todorov,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
15901,Rajesh Ramchandani,1,4,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
15902,Bart Lipski,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
15903,Umang Tewari,1,0,1,1,1,0,0,0,0,1,2015,0,1,1,1,1
15904,John Bell,1,1,2,0,0,0,0,0,0,1,1997,0,0,1,1,1
15905,Sheffield Nolan,1,6,1,0,0,0,0,0,0,1,2010,0,0,1,1,1
15906,Ed Han,1,1,1,0,0,0,0,0,1,1,2004,0,0,3,1,1
15907,Mark Kopcha,1,3,2,0,0,0,0,0,0,1,2005,0,1,1,0,1
15908,Girish Singhania,1,0,1,0,0,0,0,0,0,1,2009,0,1,1,0,1
15909,Burak Gokturk,1,3,1,0,0,0,0,0,0,0,1986,0,1,4,1,1
15910,William Kasstan,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
15911,Elie MíŒ©lois,1,0,1,0,0,0,0,0,1,1,2012,0,1,1,0,1
15912,Kaushik Mukherjee,1,4,2,0,0,0,0,0,0,1,2012,0,0,2,0,1
15913,Vineeta Singh,0,4,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
15914,Michel Haddad,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
15915,Yousif Astarabadi,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
15916,Adrian Cernat,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15917,Mihai Ceusan,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
15918,Alexander Koenig,1,0,2,0,0,0,0,0,0,1,2015,0,1,1,1,1
15919,Ross O'Dwyer,1,3,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
15920,Felix Wunderlich,1,1,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
15921,Riju Gupta,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15922,Chandan Agarwal,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
15923,Will West,1,0,2,0,0,0,0,0,0,1,2012,0,1,1,0,1
15924,Felix Leuschner,1,3,1,0,0,0,0,0,0,1,2010,0,0,1,1,1
15925,Michael Crandell,1,50,1,0,0,0,0,0,0,1,2006,0,0,3,1,1
15926,Victor van Tol,1,1,1,0,0,0,0,0,1,1,2011,0,1,2,1,1
15927,Chad Kreimendahl,1,0,2,1,1,0,0,0,0,1,2010,0,1,2,0,1
15928,Michael Weissman,1,2,2,0,0,0,0,0,2,1,2012,0,1,3,0,0
15929,Arkadi Jampolski,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15930,Craig Elliott,1,10,1,1,1,0,0,1,0,1,2011,0,1,4,1,1
15931,Hod Fleishman,1,0,2,0,0,0,0,0,0,1,2014,0,1,3,0,1
15932,Zohar Fox,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
15933,Nasr Khan,1,1,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
15934,Pablo Sarrias,1,2,1,0,0,0,0,0,0,1,2016,0,1,1,0,0
15935,Mikkel Lomholt,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
